Open,High,Low,Close,Adj Close,Volume
155.97000122070312,157.25,154.00999450683594,155.7899932861328,155.7899932861328,7816100
156.25999450683594,156.47999572753906,155.30999755859375,155.6999969482422,155.6999969482422,5975200
153.89999389648438,154.0,152.63999938964844,153.00999450683594,153.00999450683594,9598000
153.22000122070312,153.50999450683594,151.02999877929688,151.22999572753906,151.22999572753906,8240500
152.25,152.72999572753906,151.5,151.5399932861328,151.5399932861328,7151300
153.1999969482422,154.8800048828125,152.92999267578125,154.69000244140625,154.69000244140625,8977200
154.13999938964844,155.02999877929688,153.16000366210938,154.66000366210938,154.66000366210938,6317000
154.94000244140625,156.0399932861328,154.57000732421875,154.6699981689453,154.6699981689453,6832400
155.44000244140625,158.47999572753906,155.22999572753906,158.42999267578125,158.42999267578125,10362200
159.17999267578125,161.0800018310547,158.9199981689453,160.6999969482422,160.6999969482422,8024500
159.32000732421875,160.0800018310547,158.3800048828125,159.80999755859375,159.80999755859375,5296300
159.41000366210938,159.94000244140625,158.9499969482422,159.6300048828125,159.6300048828125,5712600
158.4600067138672,158.97999572753906,157.67999267578125,157.8800048828125,157.8800048828125,5030000
155.94000244140625,156.35000610351562,155.1199951171875,155.47999572753906,155.47999572753906,6110800
155.49000549316406,156.80999755859375,154.9199981689453,155.16000366210938,155.16000366210938,5306700
155.50999450683594,156.2899932861328,155.25999450683594,155.99000549316406,155.99000549316406,3998500
153.47999572753906,155.72999572753906,152.9199981689453,154.91000366210938,154.91000366210938,7083800
154.02000427246094,154.1999969482422,152.72000122070312,152.97999572753906,152.97999572753906,5471900
154.9199981689453,155.3300018310547,153.32000732421875,153.4199981689453,153.4199981689453,4348000
154.0800018310547,154.24000549316406,153.24000549316406,153.75,153.75,4528400
152.08999633789062,152.49000549316406,151.5399932861328,151.69000244140625,151.69000244140625,8257100
151.9199981689453,153.22999572753906,151.27000427246094,151.4499969482422,151.4499969482422,5019800
151.97999572753906,154.30999755859375,151.8300018310547,154.14999389648438,154.14999389648438,6898400
153.4499969482422,154.05999755859375,153.05999755859375,153.64999389648438,153.64999389648438,4673300
153.9600067138672,154.7899932861328,153.8300018310547,154.0,154.0,3434100
154.77999877929688,155.72999572753906,154.77999877929688,154.97999572753906,154.97999572753906,4448200
154.7100067138672,155.08999633789062,154.22000122070312,154.74000549316406,154.74000549316406,3654900
152.9600067138672,153.5399932861328,152.5,153.16000366210938,153.16000366210938,4645400
152.16000366210938,152.8699951171875,151.88999938964844,151.91000366210938,151.91000366210938,6097800
153.82000732421875,153.97999572753906,152.8699951171875,153.4600067138672,153.4600067138672,4603600
154.16000366210938,155.4199981689453,152.25999450683594,152.38999938964844,152.38999938964844,7210900
150.6999969482422,151.9600067138672,150.57000732421875,151.80999755859375,151.80999755859375,5378800
154.9499969482422,156.60000610351562,154.66000366210938,156.47000122070312,156.47000122070312,7692000
156.22000122070312,156.57000732421875,155.80999755859375,155.85000610351562,155.85000610351562,4425700
155.99000549316406,159.8699951171875,155.97999572753906,159.4499969482422,159.4499969482422,11299600
159.36000061035156,160.35000610351562,158.4499969482422,158.64999389648438,158.64999389648438,6040600
162.00999450683594,163.50999450683594,161.66000366210938,163.47999572753906,163.47999572753906,9939900
163.91000366210938,164.5800018310547,163.4199981689453,164.55999755859375,164.55999755859375,4622400
164.1999969482422,165.24000549316406,164.14999389648438,164.9199981689453,164.9199981689453,6187600
165.27000427246094,166.22999572753906,164.55999755859375,165.5,165.5,9903500
165.41000366210938,165.7100067138672,164.8300018310547,165.1199951171875,165.1199951171875,3645800
163.7899932861328,164.11000061035156,163.39999389648438,163.9199981689453,163.9199981689453,4574400
163.3800048828125,163.69000244140625,162.67999267578125,162.7899932861328,162.7899932861328,4321100
162.44000244140625,162.5,161.27999877929688,161.8800048828125,161.8800048828125,4766500
162.3000030517578,162.60000610351562,161.72000122070312,162.07000732421875,162.07000732421875,3203800
161.69000244140625,163.24000549316406,161.55999755859375,163.0800018310547,163.0800018310547,4167000
162.85000610351562,163.42999267578125,162.75999450683594,163.22000122070312,163.22000122070312,1436500
162.92999267578125,163.05999755859375,161.91000366210938,161.92999267578125,161.92999267578125,4052900
162.6999969482422,163.6300048828125,162.60000610351562,162.72999572753906,162.72999572753906,2620600
163.69000244140625,164.80999755859375,162.39999389648438,164.80999755859375,164.80999755859375,4874700
167.47999572753906,167.9499969482422,166.97999572753906,167.83999633789062,167.83999633789062,8625800
166.17999267578125,167.47000122070312,165.75999450683594,167.25999450683594,167.25999450683594,5185900
166.5500030517578,166.72000122070312,164.32000732421875,164.38999938964844,164.38999938964844,5436200
165.1999969482422,165.5399932861328,164.4499969482422,164.83999633789062,164.83999633789062,3597800
165.47000122070312,166.63999938964844,165.32000732421875,166.3300018310547,166.3300018310547,4610700
166.5800018310547,167.0500030517578,166.07000732421875,166.47000122070312,166.47000122070312,3217900
167.25999450683594,168.08999633789062,166.60000610351562,167.05999755859375,167.05999755859375,5431300
166.44000244140625,166.60000610351562,165.42999267578125,165.67999267578125,165.67999267578125,3504400
169.2100067138672,169.7899932861328,168.02000427246094,168.50999450683594,168.50999450683594,6750200
168.42999267578125,168.80999755859375,167.13999938964844,168.10000610351562,168.10000610351562,5643000
165.72999572753906,166.2100067138672,165.10000610351562,165.35000610351562,165.35000610351562,8363000
166.02000427246094,166.97999572753906,165.83999633789062,166.7899932861328,166.7899932861328,5372000
166.7100067138672,167.11000061035156,165.99000549316406,166.32000732421875,166.32000732421875,3940500
168.10000610351562,169.52999877929688,168.02999877929688,169.0800018310547,169.0800018310547,7803100
169.0399932861328,169.7100067138672,168.67999267578125,168.8000030517578,168.8000030517578,3990100
167.75999450683594,167.75999450683594,166.05999755859375,166.75999450683594,166.75999450683594,5672700
166.8800048828125,167.8000030517578,166.66000366210938,167.25999450683594,167.25999450683594,2912300
167.88999938964844,170.61000061035156,167.8000030517578,168.6699981689453,168.6699981689453,6885700
168.0500030517578,168.33999633789062,167.10000610351562,167.91000366210938,167.91000366210938,3662500
168.5399932861328,169.35000610351562,168.52000427246094,168.85000610351562,168.85000610351562,3345900
169.25999450683594,169.89999389648438,168.8000030517578,169.63999938964844,169.63999938964844,2864500
171.32000732421875,172.08999633789062,170.02000427246094,171.05999755859375,171.05999755859375,7992900
172.86000061035156,173.08999633789062,171.85000610351562,172.6699981689453,172.6699981689453,7574600
170.82000732421875,171.0,169.7899932861328,170.52000427246094,170.52000427246094,4692600
171.75999450683594,173.9600067138672,171.22999572753906,173.7100067138672,173.7100067138672,7889000
174.50999450683594,175.0399932861328,173.8800048828125,174.10000610351562,174.10000610351562,5134500
174.61000061035156,174.97999572753906,174.05999755859375,174.74000549316406,174.74000549316406,4398400
174.75999450683594,174.7899932861328,173.72000122070312,174.6199951171875,174.6199951171875,3374200
176.00999450683594,176.7100067138672,174.8800048828125,176.63999938964844,176.63999938964844,6936900
176.9600067138672,178.8300018310547,176.88999938964844,178.75999450683594,178.75999450683594,7468800
178.2100067138672,178.24000549316406,177.08999633789062,177.58999633789062,177.58999633789062,6610800
178.9199981689453,179.17999267578125,176.89999389648438,177.0800018310547,177.0800018310547,5384700
178.3699951171875,180.02999877929688,178.08999633789062,179.88999938964844,179.88999938964844,6678700
179.05999755859375,179.66000366210938,178.64999389648438,179.2899932861328,179.2899932861328,5754800
178.35000610351562,179.69000244140625,177.77999877929688,179.6300048828125,179.6300048828125,5265500
179.55999755859375,180.32000732421875,178.35000610351562,180.27999877929688,180.27999877929688,4604600
179.35000610351562,181.22000122070312,179.2899932861328,181.11000061035156,181.11000061035156,6925300
180.14999389648438,180.27000427246094,178.4600067138672,179.47000122070312,179.47000122070312,5860100
179.27000427246094,179.72000122070312,178.25999450683594,179.22000122070312,179.22000122070312,6052700
179.2899932861328,179.42999267578125,178.64999389648438,178.75999450683594,178.75999450683594,4210700
178.82000732421875,179.6999969482422,178.5399932861328,179.41000366210938,179.41000366210938,5976900
179.75,181.72999572753906,178.6300048828125,181.6699981689453,181.6699981689453,7996000
181.0800018310547,181.11000061035156,177.74000549316406,177.89999389648438,177.89999389648438,8842400
174.9199981689453,175.42999267578125,173.1199951171875,173.4600067138672,173.4600067138672,13674400
174.11000061035156,174.4600067138672,173.27999877929688,173.82000732421875,173.82000732421875,8957000
173.72000122070312,175.27000427246094,173.47000122070312,173.97999572753906,173.97999572753906,6794200
174.94000244140625,174.99000549316406,173.8300018310547,174.41000366210938,174.41000366210938,4075600
175.49000549316406,175.52000427246094,172.8699951171875,173.02999877929688,173.02999877929688,5361300
173.6300048828125,173.67999267578125,172.6300048828125,173.36000061035156,173.36000061035156,2971100
172.6999969482422,172.89999389648438,172.07000732421875,172.47999572753906,172.47999572753906,3970800
171.97000122070312,173.50999450683594,171.41000366210938,172.61000061035156,172.61000061035156,5403100
170.60000610351562,170.99000549316406,170.16000366210938,170.88999938964844,170.88999938964844,5423800
170.33999633789062,171.60000610351562,169.9600067138672,170.75,170.75,4540400
169.8699951171875,171.47000122070312,169.52000427246094,171.25999450683594,171.25999450683594,4809800
171.1999969482422,171.5,170.33999633789062,170.6199951171875,170.6199951171875,4035900
170.80999755859375,170.9600067138672,169.55999755859375,169.66000366210938,169.66000366210938,4105700
169.83999633789062,170.1300048828125,169.0800018310547,169.57000732421875,169.57000732421875,5073500
168.4199981689453,168.83999633789062,168.19000244140625,168.35000610351562,168.35000610351562,6496500
168.8800048828125,169.22999572753906,168.5500030517578,169.00999450683594,169.00999450683594,4509200
168.77999877929688,170.25,168.58999633789062,169.77999877929688,169.77999877929688,6761600
170.9499969482422,171.49000549316406,170.47000122070312,170.75999450683594,170.75999450683594,6590500
170.52000427246094,170.97999572753906,170.36000061035156,170.66000366210938,170.66000366210938,3950700
171.4499969482422,172.60000610351562,170.97999572753906,172.49000549316406,172.49000549316406,6894500
172.32000732421875,172.3699951171875,171.5399932861328,171.6199951171875,171.6199951171875,4264100
170.4199981689453,170.47000122070312,168.52000427246094,168.6199951171875,168.6199951171875,8713300
168.61000061035156,169.58999633789062,168.52000427246094,168.5399932861328,168.5399932861328,5718600
169.75,170.64999389648438,169.7100067138672,170.1999969482422,170.1999969482422,5583000
171.92999267578125,173.8800048828125,171.9199981689453,173.8699951171875,173.8699951171875,13803400
176.66000366210938,178.02000427246094,176.3000030517578,177.86000061035156,177.86000061035156,20554400
177.35000610351562,177.58999633789062,176.2100067138672,176.8300018310547,176.8300018310547,10019000
178.86000061035156,180.1300048828125,177.49000549316406,178.2100067138672,178.2100067138672,14546100
179.50999450683594,179.64999389648438,177.8699951171875,178.57000732421875,178.57000732421875,10762200
181.02000427246094,184.80999755859375,180.77000427246094,183.77000427246094,183.77000427246094,24156300
184.19000244140625,184.5399932861328,182.74000549316406,183.83999633789062,183.83999633789062,11845700
182.64999389648438,182.72999572753906,179.89999389648438,180.3699951171875,180.3699951171875,10734500
180.39999389648438,183.94000244140625,180.27999877929688,183.44000244140625,183.44000244140625,11969600
183.91000366210938,186.24000549316406,183.60000610351562,185.74000549316406,185.74000549316406,11347100
185.61000061035156,185.99000549316406,183.6199951171875,183.64999389648438,183.64999389648438,9245900
181.14999389648438,182.14999389648438,180.69000244140625,181.9499969482422,181.9499969482422,6925000
182.30999755859375,183.6199951171875,182.1199951171875,183.44000244140625,183.44000244140625,6202600
